provider_sk,provider_id,speciality,npi_number
40210,PROV0474,General Practice,2232493539
40211,PROV0403,Orthopedics,6683211841
40212,PROV0285,Oncology,2629094174
40213,PROV0424,Neurology,7320471203
40214,PROV0076,General Practice,9799466694
40215,PROV0360,General Practice,7009368875
40216,PROV0104,Neurology,4159544531
40217,PROV0273,Orthopedics,3480966654
40218,PROV0496,Orthopedics,6143728243
40219,PROV0500,Oncology,4031735511
40220,PROV0147,Oncology,9103451277
40221,PROV0171,Internal Medicine,7033860504
40222,PROV0163,Pediatrics,6215410602
40223,PROV0169,Pediatrics,6126233560
40224,PROV0411,General Practice,7510261473
40225,PROV0390,Pediatrics,8967348187
40226,PROV0459,Neurology,3396728238
40227,PROV0189,Oncology,5602781706
40228,PROV0382,Surgery,8559789687
40229,PROV0161,Dermatology,2523401670
40230,PROV0011,General Practice,7777096106
40231,PROV0490,Surgery,3464469146
40232,PROV0402,Internal Medicine,9381521436
40233,PROV0337,General Practice,6074283748
40234,PROV0098,Pediatrics,6538809059
40235,PROV0474,Internal Medicine,9959636227
40236,PROV0154,Cardiology,4386591991
40237,PROV0405,Surgery,9977039135
40238,PROV0412,Orthopedics,7026370471
40239,PROV0491,Internal Medicine,3046092745
40240,PROV0051,Pediatrics,4660837304
40241,PROV0031,General Practice,1196660280
40242,PROV0258,General Practice,2341737575
40243,PROV0262,Orthopedics,7793583062
40244,PROV0317,General Practice,1619526736
40245,PROV0472,Surgery,7296680921
40246,PROV0108,General Practice,2149844410
40247,PROV0119,Oncology,8760655569
40248,PROV0258,Pediatrics,1060414997
40249,PROV0242,Internal Medicine,1803754042
40250,PROV0481,Orthopedics,8920342879
40251,PROV0203,General Practice,5312047589
40252,PROV0472,Dermatology,3954219039
40253,PROV0126,Surgery,5436684673
40254,PROV0473,General Practice,9789737666
40255,PROV0466,General Practice,1374013064
40256,PROV0325,General Practice,6687914931
40257,PROV0468,General Practice,1115294002
40258,PROV0054,Neurology,3251539078
40259,PROV0059,Internal Medicine,2017599626
40260,PROV0441,Oncology,1966825908
40261,PROV0432,Cardiology,3870089916
40262,PROV0306,General Practice,1863274973
40263,PROV0155,Pediatrics,5677571798
40264,PROV0023,General Practice,5003922195
40265,PROV0389,Orthopedics,8056321910
40266,PROV0492,Cardiology,6131339728
40267,PROV0372,General Practice,9606232348
40268,PROV0178,Surgery,7592303154
40269,PROV0101,Oncology,9397886554
40270,PROV0022,Surgery,6888108711
40271,PROV0171,Pediatrics,8998801896
40272,PROV0384,Dermatology,8182409393
40273,PROV0466,Orthopedics,2890094141
40274,PROV0387,Internal Medicine,9103623993
40275,PROV0312,Orthopedics,7637560819
40276,PROV0252,Surgery,6382787643
40277,PROV0336,Cardiology,7083736546
40278,PROV0096,Internal Medicine,2735786703
40279,PROV0111,Neurology,9322478053
40280,PROV0103,Orthopedics,5879241510
40281,PROV0283,Radiology,9113669716
40282,PROV0116,Oncology,9996934507
40283,PROV0148,General Practice,6714460256
40284,PROV0443,Internal Medicine,2694368887
40285,PROV0463,Radiology,9905710155
40286,PROV0281,Cardiology,4810955748
40287,PROV0199,Oncology,6044112439
40288,PROV0451,Oncology,9695625540
40289,PROV0218,Orthopedics,7655383205
40290,PROV0204,Radiology,8656736501
40291,PROV0398,Surgery,4288737330
40292,PROV0037,General Practice,5446381893
40293,PROV0189,General Practice,6128757043
40294,PROV0216,Surgery,4654441563
40295,PROV0370,General Practice,2973699429
40296,PROV0414,Oncology,8857974096
40297,PROV0376,Orthopedics,8090660398
40298,PROV0032,Pediatrics,5352069138
40299,PROV0462,Oncology,2016364792
40300,PROV0342,Neurology,4656452681
40301,PROV0031,Cardiology,7802470238
40302,PROV0467,Dermatology,8976070795
40303,PROV0048,Pediatrics,5732435639
40304,PROV0103,Internal Medicine,6264789018
40305,PROV0475,Internal Medicine,4079560026
40306,PROV0134,Oncology,2275212074
40307,PROV0278,Internal Medicine,1377295291
40308,PROV0076,Internal Medicine,1336657332
40309,PROV0291,General Practice,8932575033
40310,PROV0415,Orthopedics,3846697331
40311,PROV0161,Oncology,6410466105
40312,PROV0126,Pediatrics,4961088996
40313,PROV0442,Surgery,2105316597
40314,PROV0004,Neurology,3944725152
40315,PROV0376,Internal Medicine,7984483338
40316,PROV0001,General Practice,9387512111
40317,PROV0238,General Practice,3039811579
40318,PROV0014,Cardiology,7374977543
40319,PROV0022,Cardiology,6306068847
40320,PROV0042,Internal Medicine,3780655550
40321,PROV0108,Internal Medicine,8378524013
40322,PROV0495,Orthopedics,5406294677
40323,PROV0281,Internal Medicine,7873894985
40324,PROV0352,Internal Medicine,8259378926
40325,PROV0008,General Practice,8234343487
40326,PROV0055,Orthopedics,9781400167
40327,PROV0139,General Practice,4866970908
40328,PROV0073,General Practice,8520093857
40329,PROV0074,Surgery,7438217976
40330,PROV0447,Oncology,1966072269
40331,PROV0338,Dermatology,9311117604
40332,PROV0159,Internal Medicine,2859866730
40333,PROV0021,Internal Medicine,9531450579
40334,PROV0023,Internal Medicine,4438764147
40335,PROV0370,Pediatrics,1914964802
40336,PROV0465,Pediatrics,5406435310
40337,PROV0322,Radiology,8107561947
40338,PROV0429,Cardiology,6455756452
40339,PROV0437,Pediatrics,7895432660
40340,PROV0355,Surgery,2884202227
40341,PROV0439,Pediatrics,1576109450
40342,PROV0136,Internal Medicine,6964161480
40343,PROV0446,Surgery,5542426574
40344,PROV0178,Cardiology,3266652415
40345,PROV0295,Orthopedics,8386301831
40346,PROV0230,Surgery,9312434074
40347,PROV0457,Oncology,5922767505
40348,PROV0383,Internal Medicine,6201575916
40349,PROV0245,General Practice,3533539602
40350,PROV0261,Internal Medicine,8061487401
40351,PROV0246,General Practice,4025647628
40352,PROV0348,Cardiology,8980444851
40353,PROV0284,Pediatrics,5504665615
40354,PROV0303,Pediatrics,6159065940
40355,PROV0423,General Practice,5249933798
40356,PROV0247,Surgery,6148401288
40357,PROV0220,General Practice,9272919841
40358,PROV0019,Internal Medicine,3193068773
40359,PROV0143,General Practice,4082542679
40360,PROV0142,General Practice,6506276229
40361,PROV0091,General Practice,7567406894
40362,PROV0329,Orthopedics,4395731000
40363,PROV0004,Pediatrics,5008097549
40364,PROV0020,Internal Medicine,8362967986
40365,PROV0046,Internal Medicine,6396182224
40366,PROV0054,General Practice,7243465648
40367,PROV0456,Orthopedics,1497727646
40368,PROV0223,Oncology,7523401716
40369,PROV0022,Radiology,8270004297
40370,PROV0466,General Practice,9476138109
40371,PROV0166,General Practice,6000753114
40372,PROV0227,General Practice,2433496964
40373,PROV0245,Internal Medicine,2416553065
40374,PROV0449,General Practice,6013939542
40375,PROV0306,General Practice,3665541925
40376,PROV0111,Oncology,6044883473
40377,PROV0316,General Practice,9199114215
40378,PROV0187,Radiology,4953277471
40379,PROV0281,General Practice,2180121953
40380,PROV0052,General Practice,2455274833
40381,PROV0125,Oncology,1380089447
40382,PROV0422,General Practice,8557278991
40383,PROV0470,General Practice,3537621570
40384,PROV0071,Surgery,8883851901
40385,PROV0306,Dermatology,5747242094
40386,PROV0335,General Practice,3224173772
40387,PROV0468,Oncology,2640087376
40388,PROV0054,Internal Medicine,8598933991
40389,PROV0176,General Practice,3186671311
40390,PROV0421,Surgery,1975725919
40391,PROV0107,Orthopedics,6742260034
40392,PROV0359,Internal Medicine,9571999914
40393,PROV0182,General Practice,2739866984
40394,PROV0131,Radiology,6375282688
40395,PROV0500,Surgery,9888444886
40396,PROV0192,General Practice,5406185082
40397,PROV0495,General Practice,5310130781
40398,PROV0131,Internal Medicine,1347473405
40399,PROV0379,Radiology,1300397609
40400,PROV0117,Internal Medicine,5989761178
40401,PROV0094,General Practice,5771679528
40402,PROV0134,General Practice,1813934261
40403,PROV0492,General Practice,4568571851
40404,PROV0096,General Practice,4100195866
40405,PROV0290,Oncology,2952520809
40406,PROV0371,General Practice,6575495003
40407,PROV0140,Surgery,7769348349
40408,PROV0102,Dermatology,7952651486
40409,PROV0476,Radiology,1756058414
40410,PROV0132,Internal Medicine,6965216953
40411,PROV0183,General Practice,9271486147
40412,PROV0446,General Practice,4587595428
40413,PROV0433,Cardiology,9435122395
40414,PROV0187,Cardiology,1698399856
40415,PROV0358,Internal Medicine,4127539751
40416,PROV0371,Radiology,7692595960
40417,PROV0045,Internal Medicine,2166880258
40418,PROV0219,Internal Medicine,6341234738
40419,PROV0165,Surgery,9766488762
40420,PROV0023,Cardiology,8539227300
40421,PROV0106,Pediatrics,8098724410
40422,PROV0374,Orthopedics,2632624485
40423,PROV0456,General Practice,5997605056
40424,PROV0013,Internal Medicine,6146762547
40425,PROV0131,Internal Medicine,3022278272
40426,PROV0146,Neurology,3445084512
40427,PROV0262,General Practice,7377233766
40428,PROV0340,General Practice,4379713452
40429,PROV0113,Pediatrics,9965184923
40430,PROV0009,Internal Medicine,4460110800
40431,PROV0279,Internal Medicine,6401536691
40432,PROV0279,Surgery,3361267365
40433,PROV0480,General Practice,3628594962
40434,PROV0464,Pediatrics,7063327883
40435,PROV0255,Orthopedics,4880619521
40436,PROV0160,Surgery,7303389246
40437,PROV0271,Internal Medicine,8102966375
40438,PROV0154,General Practice,9588484202
40439,PROV0259,Dermatology,6856197120
40440,PROV0192,Internal Medicine,3522311495
40441,PROV0117,General Practice,8676304338
40442,PROV0161,General Practice,8457726662
40443,PROV0442,Cardiology,6176827359
40444,PROV0028,Internal Medicine,2013907629
40445,PROV0012,Internal Medicine,9992217710
40446,PROV0013,Pediatrics,9339551380
40447,PROV0171,General Practice,4042776225
40448,PROV0261,Pediatrics,9325447643
40449,PROV0273,Orthopedics,7783785447
40450,PROV0439,Cardiology,4051665142
40451,PROV0200,Surgery,7319742039
40452,PROV0167,Orthopedics,9366277257
40453,PROV0119,General Practice,7160327253
40454,PROV0287,Dermatology,7025709409
40455,PROV0130,Internal Medicine,9280991628
40456,PROV0051,Radiology,1929749037
40457,PROV0075,Internal Medicine,8147190823
40458,PROV0242,Pediatrics,9592987057
40459,PROV0342,General Practice,4518057700
40460,PROV0360,Orthopedics,7872212811
40461,PROV0239,Surgery,2948790950
40462,PROV0418,Neurology,2162690037
40463,PROV0077,Dermatology,6943631650
40464,PROV0085,Surgery,6041219705
40465,PROV0167,General Practice,8374545215
40466,PROV0295,Cardiology,6021265310
40467,PROV0484,General Practice,8523978091
40468,PROV0082,Pediatrics,3765874317
40469,PROV0336,Internal Medicine,1080409188
40470,PROV0033,Orthopedics,6797446523
40471,PROV0096,General Practice,9480736757
40472,PROV0227,Orthopedics,5364444879
40473,PROV0195,Dermatology,8795100284
40474,PROV0390,General Practice,1375579463
40475,PROV0021,Orthopedics,6542605384
40476,PROV0472,General Practice,5061987247
40477,PROV0436,General Practice,3261573966
40478,PROV0281,Pediatrics,6579089957
40479,PROV0341,Internal Medicine,6247327327
40480,PROV0456,Internal Medicine,7280265810
40481,PROV0034,Radiology,4333678289
40482,PROV0443,Internal Medicine,5440271704
40483,PROV0350,Pediatrics,6581639865
40484,PROV0105,Internal Medicine,9378638256
40485,PROV0223,Internal Medicine,9895315602
40486,PROV0483,Cardiology,1014756268
40487,PROV0450,Surgery,8927886158
40488,PROV0098,Radiology,2720614515
40489,PROV0255,Internal Medicine,3064937993
40490,PROV0102,Surgery,3382105187
40491,PROV0289,Internal Medicine,2773355092
40492,PROV0439,Internal Medicine,6932529174
40493,PROV0246,General Practice,2661255005
40494,PROV0241,General Practice,9760117814
40495,PROV0263,Neurology,2272293239
40496,PROV0157,Orthopedics,5366978215
40497,PROV0399,Orthopedics,8332857997
40498,PROV0179,Oncology,2399823894
40499,PROV0435,Cardiology,1999683164
40500,PROV0283,Internal Medicine,7239703863
40501,PROV0495,Surgery,7433868679
40502,PROV0090,Oncology,2499104515
40503,PROV0398,Cardiology,5335057066
40504,PROV0183,Radiology,6584946084
40505,PROV0179,Dermatology,8009867548
40506,PROV0165,Internal Medicine,5921830094
40507,PROV0312,Surgery,5105281710
40508,PROV0441,Orthopedics,4299326917
40509,PROV0344,Orthopedics,4187253046
40510,PROV0296,Internal Medicine,7336800586
40511,PROV0423,General Practice,6168268662
40512,PROV0239,Oncology,3512358614
40513,PROV0452,Cardiology,9019909638
40514,PROV0433,Radiology,4362815510
40515,PROV0243,Internal Medicine,8752987750
40516,PROV0322,Radiology,5367721023
40517,PROV0061,Pediatrics,2176678201
40518,PROV0480,Cardiology,1235157383
40519,PROV0315,Pediatrics,4110683365
40520,PROV0040,Cardiology,7216161201
40521,PROV0127,General Practice,7751708930
40522,PROV0421,Oncology,7429736973
40523,PROV0019,General Practice,5259639848
40524,PROV0058,Orthopedics,4459324854
40525,PROV0160,Radiology,7083728222
40526,PROV0232,Orthopedics,2245381264
40527,PROV0127,Internal Medicine,7460052189
40528,PROV0405,Cardiology,5809262464
40529,PROV0364,Neurology,4118824918
40530,PROV0178,Cardiology,7074621032
40531,PROV0272,Cardiology,3453395601
40532,PROV0403,General Practice,9094292422
40533,PROV0072,Orthopedics,4423239099
40534,PROV0304,Cardiology,7901821730
40535,PROV0146,Radiology,9504861089
40536,PROV0123,Orthopedics,6753160034
40537,PROV0469,Neurology,3967023755
40538,PROV0336,Pediatrics,2029002481
40539,PROV0344,General Practice,5368415808
40540,PROV0232,General Practice,2821264712
40541,PROV0123,Orthopedics,6178228428
40542,PROV0087,Oncology,7271950175
40543,PROV0267,Cardiology,3766837246
40544,PROV0280,General Practice,3319603435
40545,PROV0076,Orthopedics,2138817794
40546,PROV0333,Neurology,8422483164
40547,PROV0062,Surgery,2330142458
40548,PROV0385,Oncology,9203928623
40549,PROV0271,Internal Medicine,7228399020
40550,PROV0120,General Practice,1772958105
40551,PROV0246,Radiology,5900408770
40552,PROV0459,Internal Medicine,2943625876
40553,PROV0248,Neurology,7693162741
40554,PROV0426,General Practice,3430674217
40555,PROV0013,Surgery,3708350390
40556,PROV0307,Surgery,3559324304
40557,PROV0177,General Practice,2402730360
40558,PROV0420,General Practice,6656044728
40559,PROV0227,General Practice,4748632771
40560,PROV0322,General Practice,4599854982
40561,PROV0188,Surgery,8100728376
40562,PROV0358,Cardiology,5072026171
40563,PROV0481,Internal Medicine,7811393494
40564,PROV0437,Internal Medicine,7924687999
40565,PROV0023,Surgery,9171899284
40566,PROV0347,Internal Medicine,7487251767
40567,PROV0058,Oncology,4253605658
40568,PROV0161,Oncology,9610112932
40569,PROV0225,Surgery,9040460799
40570,PROV0006,Internal Medicine,2393821382
40571,PROV0104,Pediatrics,3386697303
40572,PROV0018,Internal Medicine,4242119308
40573,PROV0297,General Practice,2746700706
40574,PROV0123,Internal Medicine,2328231828
40575,PROV0352,Pediatrics,7555041467
40576,PROV0262,Pediatrics,8032603624
40577,PROV0364,Internal Medicine,1102003406
40578,PROV0206,Pediatrics,2264398158
40579,PROV0388,General Practice,8079599579
40580,PROV0456,Internal Medicine,4440191843
40581,PROV0397,Internal Medicine,4806342665
40582,PROV0456,General Practice,2667100942
40583,PROV0399,Radiology,7364092859
40584,PROV0459,Dermatology,5582471129
40585,PROV0325,Neurology,9469573077
40586,PROV0189,Cardiology,7916915361
40587,PROV0175,Internal Medicine,7549947031
40588,PROV0491,Orthopedics,3106764158
40589,PROV0433,Orthopedics,1570199828
40590,PROV0037,General Practice,3755382667
40591,PROV0360,Oncology,6524411215
40592,PROV0170,Internal Medicine,8649821262
40593,PROV0199,General Practice,3987592541
40594,PROV0333,Oncology,3315330513
40595,PROV0242,Neurology,1799137934
40596,PROV0006,Pediatrics,2889629730
40597,PROV0323,Surgery,5622167515
40598,PROV0188,Oncology,5781151171
40599,PROV0227,Oncology,8563657157
40600,PROV0247,Neurology,4459765457
40601,PROV0472,Cardiology,4613035226
40602,PROV0127,General Practice,3336650454
40603,PROV0356,Cardiology,6977009894
40604,PROV0253,General Practice,7712324971
40605,PROV0022,Internal Medicine,9437764589
40606,PROV0356,Internal Medicine,2851293675
40607,PROV0029,Oncology,8989446656
40608,PROV0207,Radiology,4095638223
40609,PROV0155,Cardiology,3419440791
40610,PROV0383,Oncology,1755382563
40611,PROV0249,Cardiology,2643732711
40612,PROV0184,Orthopedics,6750310744
40613,PROV0123,Internal Medicine,5120019704
40614,PROV0278,General Practice,3897408336
40615,PROV0193,General Practice,5041380513
40616,PROV0048,Neurology,3381754976
40617,PROV0411,Orthopedics,1263311780
40618,PROV0153,Cardiology,8336043743
40619,PROV0014,Internal Medicine,3633176310
40620,PROV0139,Neurology,7254965820
40621,PROV0151,Pediatrics,4764671060
40622,PROV0485,Surgery,4139467230
40623,PROV0146,Radiology,4873277536
40624,PROV0345,General Practice,5278876389
40625,PROV0310,Cardiology,7469570717
40626,PROV0186,Internal Medicine,6855869753
40627,PROV0285,Radiology,1953774835
40628,PROV0085,Radiology,8744129164
40629,PROV0033,Internal Medicine,7773248181
40630,PROV0376,Orthopedics,9132789628
40631,PROV0450,Oncology,2883744304
40632,PROV0165,Surgery,7280083576
40633,PROV0463,Neurology,3913787330
40634,PROV0081,Internal Medicine,6779626896
40635,PROV0013,Radiology,2988076074
40636,PROV0343,Internal Medicine,4722682484
40637,PROV0157,Orthopedics,2278006525
40638,PROV0342,Pediatrics,4303248322
40639,PROV0226,Internal Medicine,5111331615
40640,PROV0145,Neurology,3708861525
40641,PROV0410,Oncology,2124264878
40642,PROV0106,Surgery,4904486518
40643,PROV0316,Dermatology,2442321016
40644,PROV0203,Orthopedics,2910129993
40645,PROV0452,Dermatology,3049188625
40646,PROV0389,Orthopedics,1324278197
40647,PROV0466,General Practice,2481579585
40648,PROV0100,General Practice,7963149083
40649,PROV0121,Neurology,4664934267
40650,PROV0312,Internal Medicine,2159802441
40651,PROV0399,Internal Medicine,8729687826
40652,PROV0486,Neurology,5410775684
40653,PROV0055,Pediatrics,6515001664
40654,PROV0176,Orthopedics,2294198071
